1112,50
4068,41
549,71
5838,77
2587,138
9321,124
7998,2
5310,177
8479,37
2597,188
8568,124
8382,95
2181,142
689,78
1286,68
8330,103
9671,93
7892,97
3511,141
4822,130
5575,197
5121,179
2861,5
4343,123
8780,141
2049,81
2601,176
5598,82
3127,115
3970,8
2336,3
7088,73
1880,150
4838,74
7522,176
4195,108
9016,116
9621,119
6225,198
4676,179
7564,29
6651,59
9380,160
2798,70
4086,57
1929,48
1824,102
243,112
9377,14
4846,199
90,46
8622,90
6484,183
7161,193
1450,58
965,157
5002,74
291,54
2528,92
3766,106
2240,52
3189,103
1599,132
6613,162
3110,57
3696,47
4852,153
4345,38
5788,183
3574,30
4949,171
92,195
501,125
6823,17
7228,84
8152,42
7312,65
9339,135
2791,187
272,180
3053,44
8938,38
5295,48
827,173
1350,177
936,89
7993,143
7670,38
3715,172
4512,187
7208,102
9487,146
5353,138
1925,36
7422,43
8797,184
9582,5
7723,129
3588,76
6254,139
73,55
3927,27
9126,130
5898,193
677,188
136,22
4493,57
4036,190
2319,178
3945,179
5399,137
920,76
9831,175
9197,19
4158,54
2989,18
8346,131
483,102
6066,51
9720,87
9323,33
8735,110
1319,194
7654,16
9444,161
6071,4
10,165
6886,55
5514,59
6274,174
2900,192
5649,122
7586,146
4141,113
1977,68
5850,121
5821,85
7024,132
4396,83
2387,61
5355,151
6785,144
3084,138
4368,30
23,58
137,89
5117,117
6089,21
4377,115
6416,150
1680,195
378,133
2952,122
2772,164
7947,148
8361,44
8130,13
4998,62
2831,70
4065,95
3322,149
9607,43
2473,105
1731,124
5302,55
7636,124
2499,14
1088,167
226,50
4699,3
8016,27
6857,5
301,53
4718,111
7258,187
8816,35
4394,41
2066,141
8553,70
7075,65
2756,30
2349,191
9841,75
9979,27
2345,50
905,176
8255,156
4059,173
7170,101
9995,151
6267,175
9759,51
1968,81
4435,173
2528,171
5866,78
991,117
6231,109
5225,72
6218,148
3601,99
8409,70
7902,144
9175,116
704,60
2987,56
5986,179
8570,14
9424,173
8116,180
5880,125
8941,34
1409,77
2871,137
8417,37
8297,130
3967,58
3497,172
6269,67
2333,71
3387,166
3753,125
7064,78
9709,18
4523,132
249,122
2480,117
9112,64
8374,98
8646,139
5133,88
8093,183
9690,13
9427,48
1311,68
8676,9
6251,167
4827,170
9714,7
6716,10
3048,174
9192,20
1722,47
9871,70
5649,89
6996,162
5072,77
1480,123
5115,146
3143,173
3929,188
9852,47
4438,65
8144,4
1816,185
9553,156
3179,95
7029,195
765,15
528,188
5968,116
9846,9
7151,59
5186,62
3697,57
1746,144
6681,128
4138,65
4275,52
96,51
8364,156
6621,6
580,82
8530,188
1391,181
9445,186
3302,67
88,65
3097,34
2217,12
4219,147
4486,82
3415,191
1469,118
3136,120
9306,27
170,192
9315,94
8989,91
9097,42
4750,39
4541,45
79,92
3998,35
3996,93
5479,185
4197,92
3457,53
7873,39
6439,96
9596,131
7718,25
5332,4
4598,36
4692,52
6554,64
2123,89
2960,177
9917,55
4131,155
847,165
3176,39
6618,85
6094,79
705,81
6392,20
3609,177
3784,75
6654,178
1291,71
6402,61
4587,133
2751,170
117,87
1527,198
9673,179
1766,53
6596,173
886,3
6127,121
1229,95
5963,126
8274,104
2603,42
8066,75
2869,189
5621,8
8564,32
8267,65
3948,173
6393,97
5796,125
9062,165
2128,163
8630,13
9407,199
7300,20
2436,59
7443,41
2634,151
4149,28
2658,81
7435,46
2375,147
4401,11
2496,28
4932,65
3384,63
7269,41
7625,54
6124,173
3698,30
1068,137
8973,92
7736,159
747,78
4777,145
765,135
4741,33
8916,79
5488,129
4275,154
5658,159
8372,122
9833,168
9316,58
7246,17
6767,162
3,181
9825,182
1094,176
2249,48
2717,153
9026,66
2892,14
5288,67
8531,142
3498,71
2121,146
4149,41
5463,77
8763,119
2451,128
4977,31
6972,167
3701,21
3698,25
1584,57
4045,78
8565,149
283,109
9689,132
7254,20
7847,107
964,178
4259,25
2873,131
8329,39
3039,163
193,53
8576,5
699,32
3191,68
8097,7
8259,78
8468,81
5144,27
7058,77
1363,197
1931,151
3362,44
6229,100
4375,101
6767,13
9837,178
676,170
8356,114
7527,137
6270,128
2777,64
1092,75
3928,73
3232,59
1842,15
1669,105
4195,8
3587,27
327,119
3280,126
2644,65
3561,136
2295,149
3202,36
3693,17
1238,165
8256,148
7126,94
963,55
9785,127
4544,18
3439,146
5266,39
8617,28
6226,179
469,77
4992,135
7757,82
6293,98
7044,146
2127,39
722,132
117,49
9379,198
6860,74
5095,13
1317,170
2354,185
7962,78
1681,56
7206,73
283,108
4275,112
9186,68
8978,128
3704,31
9826,127
3275,6
8287,103
4298,95
7792,179
9612,185
3153,175
9070,140
5679,176
7524,117
8305,166
3142,16
3303,110
6949,133
9564,135
3032,141
7241,152
7196,162
903,175
3798,70
4049,79
3684,48
271,84
8556,22
7016,79
1141,92
6767,12
6188,165
1105,175
7469,24
9442,160
7551,75
1162,151
2728,12
9726,166
4334,184
6400,84
9404,115
1721,133
7240,79
7744,79
6876,22
8927,59
5044,60
5269,169
8872,123
8484,127
673,99
7633,10
2122,77
9467,189
861,79
6540,91
5094,146
6182,108
2014,107
2707,83
6963,35
6740,143
5609,121
4719,116
5755,175
1447,14
6167,101
9377,151
8730,151
2388,61
7527,113
4151,49
3499,34
7928,39
4439,98
943,99
1642,109
3851,156
1540,89
1909,81
9017,82
8400,34
8080,191
6892,105
9881,44
5478,140
4632,83
7426,75
8482,198
9310,182
6670,168
7320,170
7058,21
275,179
4045,170
7195,17
1911,126
915,149
992,85
9456,174
8752,58
2314,89
4021,87
2224,195
8159,56
5391,122
3775,13
648,131
2319,194
1078,139
8179,52
1359,161
6912,106
2984,166
2086,108
9147,34
9909,119
9759,162
999,83
3613,108
3744,61
9428,53
5990,157
499,53
2777,120
3997,89
6002,131
6780,44
5357,101
5862,17
1865,145
8307,84
784,42
4844,101
4899,46
4549,165
8308,156
2023,173
5589,87
738,182
6678,51
4014,177
8373,142
710,129
7499,14
4957,5
2966,171
3998,89
9181,77
5988,107
743,135
1722,190
2453,31
1061,54
2862,199
6731,160
8759,195
4055,71
9380,161
1058,137
3017,100
9277,148
1556,14
5145,70
1517,95
9262,7
6075,120
693,170
3381,144
5462,42
1865,122
1389,13
9809,5
1788,9
8570,44
4679,181
2646,40
6917,35
301,69
9782,158
3072,139
4111,96
568,4
2820,192
6550,98
993,58
6724,22
3537,95
522,73
2373,146
9442,122
6465,147
7240,23
4409,51
9765,199
9183,118
3942,18
5001,182
4138,91
8460,159
9667,69
7350,169
9747,187
5804,48
1754,110
9093,62
5534,7
5122,90
8767,59
6226,104
9188,43
8013,113
3583,192
3545,98
5293,88
3608,38
1551,186
5621,39
8577,182
6652,132
4781,151
8052,68
946,112
6312,54
6172,169
6854,108
7181,85
947,184
1087,69
1657,42
496,159
208,110
7019,181
1893,71
9402,124
3488,66
6874,199
906,170
5974,180
4683,20
4895,10
3683,180
9866,8
3110,120
3255,111
1502,24
9153,90
5527,134
7600,19
9885,134
4271,179
88,77
2390,77
5103,72
3684,144
8831,48
5249,126
4406,13
3052,142
9931,119
2832,148
6375,60
8371,63
6579,146
8781,56
2923,186
1407,164
7134,139
5012,60
2601,153
6093,29
9852,72
476,176
9327,98
1068,60
7834,69
6145,39
5920,177
5582,69
6153,159
5281,50
6374,136
5089,145
5777,155
1056,189
6015,45
7985,5
9009,62
6234,80
4261,142
2191,101
5693,12
1840,14
6893,63
4740,6
8691,130
1539,193
7057,171
9259,93
3020,77
2109,86
6674,113
2626,56
9074,66
5533,145
4467,94
1198,156
8659,43
6664,194
2748,158
8765,61
271,31
3973,107
2365,2
5188,119
7277,21
9416,180
5356,130
6661,36
2457,112
5814,32
7984,8
9910,23
9300,66
3714,139
1250,40
3103,80
8646,145
8664,41
9128,5
4136,133
1594,124
9357,84
3371,159
7612,1
3579,45
4155,12
9884,6
758,117
6501,46
7301,108
506,152
507,117
9382,15
4925,140
9653,2
4126,52
3191,94
5943,5
5839,102
2440,36
1812,77
2260,78
7629,193
3489,25
4332,147
9455,130
1927,125
5621,145
5813,68
938,196
9420,172
2579,60
9184,44
6659,115
4663,112
2888,168
2536,116
2310,39
4568,140
4431,162
7051,81
5141,29
459,54
9206,175
4187,39
3858,129
1462,94
9942,189
9191,52
2665,104
5357,156
762,100
7860,75
2735,56
3898,21
8245,173
8880,37
2194,137
6592,173
5641,198
7427,62
8719,187
7718,107
5139,198
8170,17
1979,87
8595,151
2636,180
5084,182
4494,88
3728,140
660,192
1583,105
7037,169
43,116
3914,150
9830,7
9838,109
9438,157
3752,106
5713,88
4408,2
6052,191
3488,5
7179,127
5574,158
4598,10
3685,52
791,131
4536,187
2640,33
9825,193
7131,59
4718,173
3260,174
2882,70
9718,76
1786,167
1224,153
61,151
7732,177
5669,175
