395,4
133,4
8781,3
9024,8
4251,4
5862,7
2408,5
3305,9
9434,1
2519,3
923,7
3206,3
6334,2
8199,10
8640,9
5163,5
9069,6
8743,3
775,10
5551,10
6284,10
2284,2
2807,6
5091,4
4859,8
3207,4
9833,2
1364,5
2967,4
1899,2
8872,4
8894,1
1629,7
380,2
148,6
4760,2
9951,3
6190,2
2371,6
6288,7
7880,6
9460,3
5334,8
5008,5
8772,2
3860,1
6458,9
4593,10
9578,4
5661,3
9963,4
3104,5
1527,4
5806,3
8856,10
2868,3
9913,3
3727,2
292,1
8020,3
1976,6
8188,5
1603,8
9791,4
7089,6
3852,2
2043,5
4555,10
2252,8
1026,5
8180,10
5768,3
8157,8
4748,5
9961,6
6892,4
8085,7
2097,9
9908,9
4414,7
4088,4
2682,6
9357,4
5406,1
7043,2
2412,2
4662,10
9176,1
3241,6
2396,3
1181,9
6383,10
1292,7
5441,4
5934,4
1325,4
8153,6
3119,7
1713,9
2344,1
5630,10
4396,3
8837,10
4228,10
2606,7
535,1
740,6
7853,1
680,1
8327,6
7298,4
8849,2
5007,4
995,3
4221,7
7742,8
2202,2
304,6
4714,7
8631,8
4026,6
8024,4
7594,2
474,8
8274,8
9145,9
7534,6
5593,2
5942,7
1751,4
4132,5
2883,9
7648,9
330,9
6290,6
48,3
5953,3
6154,2
1348,10
5234,5
9611,9
3985,9
1466,2
9737,5
1735,10
3286,8
6500,10
1058,9
9665,7
9718,10
4638,7
638,8
3381,7
5321,9
2233,3
6041,8
7898,3
1948,10
2568,2
3334,2
109,9
6245,3
3920,10
5691,2
1564,2
865,1
7218,2
6781,1
1579,9
3073,3
6926,1
1690,7
3996,5
1021,10
3494,5
2047,6
63,5
9316,7
8594,4
2438,4
5151,2
5204,5
1750,3
3790,3
6952,4
3353,2
972,10
9403,2
5561,4
5778,2
7624,6
4095,1
8042,3
8296,8
25,5
7290,8
1302,1
2517,4
9091,10
2085,1
6055,5
5531,8
7826,6
3053,2
59,3
1901,9
5690,1
7940,9
5421,2
2008,1
1481,8
8133,4
2426,7
6343,8
7651,10
71,4
2791,1
1506,10
4394,9
5212,4
2689,8
5686,3
3855,6
6523,2
838,5
7027,2
3338,8
523,2
1401,2
5864,9
1574,10
754,2
5979,5
1666,4
1351,1
3122,2
200,10
518,9
5196,4
150,9
9239,10
3847,6
6920,6
4968,2
6990,3
3630,8
3525,1
7863,4
4854,7
268,9
5317,6
2563,7
6666,9
9592,8
2221,5
1507,6
3118,9
7247,9
7590,3
6921,6
4253,10
724,5
7970,4
8098,10
2988,6
5488,9
2232,1
9584,9
4926,4
9344,9
8255,2
3680,4
1818,1
9462,10
7851,7
8194,1
4143,9
5989,4
1062,5
6814,1
4717,6
826,3
7202,6
6260,9
9892,8
4450,7
9558,1
1810,2
5070,8
2867,4
9625,9
9276,4
5457,8
9056,10
4713,8
9653,9
2589,5
7877,9
2798,8
