95,139
18,26
84,148
113,44
83,3
172,102
173,67
47,80
114,8
9,90
22,172
109,177
132,142
105,36
147,14
33,47
85,48
122,97
10,54
137,95
114,102
148,15
182,17
65,8
42,132
91,146
98,5
97,49
86,58
35,74
159,137
126,112
190,115
197,163
55,70
144,8
189,159
101,37
135,188
139,149
100,78
148,127
177,23
34,151
6,43
177,32
176,64
132,128
104,57
26,119
112,70
80,90
182,147
75,30
144,102
109,181
72,6
132,146
129,159
53,2
172,182
70,162
42,91
55,182
139,14
74,43
22,5
67,193
101,158
9,179
60,126
97,35
130,69
83,155
181,34
114,133
47,43
174,4
124,183
96,112
34,128
155,9
33,172
99,117
68,111
185,40
3,149
44,10
70,148
96,197
112,74
161,177
110,104
55,168
73,64
70,166
188,51
7,137
162,160
174,125
82,149
37,16
114,110
106,106
196,9
113,2
4,95
184,62
84,124
118,89
183,66
182,110
154,39
108,170
183,93
15,100
113,114
50,85
172,172
108,17
199,37
35,194
8,97
125,115
166,116
110,126
93,55
43,36
145,93
156,93
36,177
54,82
122,100
126,70
160,72
4,81
173,2
166,152
35,59
59,17
72,108
61,197
142,42
59,35
170,122
111,54
123,19
140,99
157,179
77,70
43,157
67,124
120,139
198,49
26,104
27,69
112,55
188,23
161,158
195,71
18,109
184,178
113,136
13,198
91,99
100,166
128,8
32,22
180,55
165,155
183,191
184,16
28,177
21,129
4,58
77,191
141,194
158,125
135,123
138,67
99,48
184,34
55,23
195,183
164,177
118,70
176,188
73,166
57,60
179,184
44,139
85,149
148,98
188,180
20,187
155,3
6,23
172,144
104,37
69,70
142,140
138,188
184,155
181,131
172,162
162,136
133,100
185,110
142,176
95,64
130,31
167,80
24,22
118,38
166,124
87,69
96,47
178,98
99,43
53,76
184,29
99,52
44,116
156,168
163,64
159,112
44,125
156,177
1,65
92,22
168,151
192,127
80,56
90,88
1,150
26,94
73,26
119,142
71,111
96,195
42,75
74,18
138,21
31,47
145,69
6,112
156,69
155,101
189,66
24,17
153,0
111,183
147,78
52,106
189,93
6,139
126,55
166,128
170,80
107,42
167,137
39,145
16,40
42,178
159,98
99,47
11,172
148,70
77,28
97,95
31,159
131,17
66,135
58,42
181,94
161,134
144,63
64,192
36,121
7,85
126,176
5,124
17,126
177,78
162,126
110,88
49,167
54,44
95,45
175,172
190,35
26,192
141,179
135,108
118,37
182,40
175,190
72,79
187,155
134,0
139,78
34,71
133,193
156,158
179,160
108,109
140,61
92,21
103,170
150,102
66,130
133,31
194,50
194,59
189,191
13,133
30,27
55,111
64,178
102,43
144,58
152,71
196,105
27,58
154,99
35,160
17,112
55,138
94,66
17,130
149,11
49,162
137,55
94,84
40,113
53,52
161,3
44,83
125,157
133,170
26,196
188,115
85,93
199,124
30,166
175,14
197,172
67,81
178,168
195,10
89,90
172,106
106,170
162,80
137,5
110,51
144,53
71,78
118,162
119,127
174,72
118,171
194,139
186,37
30,58
57,161
165,112
140,177
